review_index,score,content_preview,detected_problems,keywords_found,problem_count
487,1,"aplikasi cacat, banyak eror dan bug..",['Crashes_Errors'],['bug'],1
488,1,"aplikasi tidak berguna, data tidak singkron , mau klaim jkp harus ke kantor cabang bpjs, trus guna a...",['Data_Sync'],['data'],1
489,1,"aplikasi tidak optimal daripada belum siap lebih baik jangan diluncurkan dulu, sekelas pemerintah ma...",['Other_Issues'],[],1
490,1,"aplikasi gak jelas, dikira sudah daftar ,padahal belum daftar",['Other_Issues'],[],1
491,1,banyak problem !!! tolong segera perbaiki aplikasinya,['Other_Issues'],[],1
492,1,"aplikasi burik w udh diphk mau klaim jkp malah dibilang w masih aktif sbg karyawan,ngadu sana sini p...",['Other_Issues'],[],1
493,1,"aplikasi negara ga ada bener, server serring down error","['Crashes_Errors', 'Features_Functionality']","['error', 'ga ada']",2
494,1,"gimana sih kode otp nya? kok ga masuk2 sampe saya cek aktivasi kartu lah apalah, ttep gaada masuk ko...",['Login_Authentication'],['masuk'],1
495,1,"apk mau ganti pasword aja kode verifikasi erorrr, hidup/ kerja cuman untuk bikin prangkat lunak eh h...",['Other_Issues'],[],1
496,1,"lelet banget ini apk, buat buka menu aja lama muter gajelas",['User_Interface'],['menu'],1
497,1,"aplikasi bosok, gaada kode otp muncul padahal nomer udah bener",['Other_Issues'],[],1
498,1,lelet banget buka lowongan di dalem apk.,['Other_Issues'],[],1
499,1,untuk aplikasi gatau eror atau gimana ga ada kecamatan pelabuhan ratu nya jadi susah mau daftar,['Features_Functionality'],['ga ada'],1
500,1,"klaim manfaatnya sangat lama, dari verifikasi bpjs ketenagakerjaan sampai dengan pencairan sangat la...",['Other_Issues'],[],1
501,1,aplikasi ga jelas bnyk bug. ga bisa daftar,['Crashes_Errors'],['bug'],1
502,1,aplikasi terus loading tidak terbuka padahal jaringan ok,"['Performance_Speed', 'Network_Connection']","['loading', 'jaringan']",2
503,1,belum pernah daftar tapi keterangan nik sudah terpakai dan nik eror.,['Other_Issues'],[],1
504,1,swafoto tidak bisa langsung tersimpan secara otomatis,['Other_Issues'],[],1
505,1,"aplikasi gk jelas, gk di web gk di aplikasi error tross, mau daftar gmna gw jirr",['Crashes_Errors'],['error'],1
506,1,"sudah ngisi data diri lengkap, pas di save malah stuck, sia2 ngetik, gmana si","['Performance_Speed', 'Data_Sync']","['stuck', 'data']",2
507,1,gajelas aplikasi nya mau daftar aja susah nik salah terus mau daftar juga perbaiki tolong,['Other_Issues'],[],1
508,1,cs nya payah makan gaji buta kali ya org ma tau ada masalah seenggaknya bisa ditanganin eh dianya se...,['Customer_Service'],['cs'],1
509,1,"aplikasi bangke udah berapa kali lakukan swap poto ga bisa tersimpan,, emang gila ini apl",['Other_Issues'],[],1
510,1,aplikasi yg bikin pusing dan emosi. lemot,['Performance_Speed'],['lemot'],1
511,1,ngebug mulu heran. perbaikan lah.,['Crashes_Errors'],['bug'],1
512,1,aplikasi super lemooottt tidak bisa bermanfaat bagi banyak orang yang membutuhkan pekerjaan,['Other_Issues'],[],1
513,1,tidak bisa daftar di aplikasi pra kerja,['Other_Issues'],[],1
514,1,"down terus,., selalu susah buka menu,.",['User_Interface'],['menu'],1
515,1,"apk apalah ini tiap fitur didalam apk baik itu skillhub, kategori pekerjaan, dsb selalu dialihkan ke...","['User_Interface', 'Features_Functionality']","['menu', 'fitur', 'fungsi']",2
516,1,"dibagian pencari kerja malah gabisa didaftarkan, gimana si?",['Other_Issues'],[],1
517,1,"buka sini kirain lebih cepat dr karirhub, eh sama aja. loading trussss",['Performance_Speed'],['loading'],1
518,1,ini di pengisian alamat biodata nama kabupaten saya tidak ada. tolong lah apk dari pemerintah tapi b...,"['Features_Functionality', 'Data_Sync']","['tidak ada', 'data']",2
519,1,aplikasi tidak berfungsi sebagai mana mestinya,['Features_Functionality'],"['fungsi', 'tidak berfungsi']",1
520,1,rusak kali apk nya ga bisa update informasi data diri aneh aneh aja developer nya,"['Crashes_Errors', 'Data_Sync', 'Installation_Update']","['rusak', 'data', 'update']",3
521,1,"sangat tidak membantu,, yg di cari apa, yg nongol apa? tidak pernah di arahkan",['Other_Issues'],[],1
522,1,aplikasi sangat buruk pdhl semua biodata sy udh beneran tapi malah tidak sesuai aplikasi asu...,['Data_Sync'],['data'],1
523,1,"status peserta jkp dinyatakan bekerja,padahal belum bekerja aneh aplikasinya",['Other_Issues'],[],1
524,1,apalah ni aplikasi ga di web ga di apk sama aja gabisa dipencet,['Other_Issues'],[],1
525,1,"sudah bagus, cuma ada yang kurang. kurang dana pengembangan",['Other_Issues'],[],1
526,1,"tidak bisa login mohon bantuannya, inbox di x & ig tidak ada tanggapan","['Login_Authentication', 'Features_Functionality', 'Customer_Service']","['login', 'tidak ada', 'bantuan']",3
527,1,"maaf sebelumnya saya kasih bintang satu appnya kaga jelas http failure terus,padahal udah daftar tap...",['Other_Issues'],[],1
528,1,"apk pemerintah kok lemot gini, gak guna. tolong perbaiki lagi",['Performance_Speed'],"['lemot', 'lag']",1
529,1,"aplikasi jelek, daftar ikut pelathin aja gk bisa2, error nih aplikasi nya",['Crashes_Errors'],['error'],1
530,1,ga bisa masuk masuk aneh amat aplikasi,['Login_Authentication'],"['masuk', 'ga bisa masuk']",1
531,1,aplikasi gak jelas masa aktivasi akun gk bisa tolong dimusnahkan saja aplikasinya,['Login_Authentication'],['akun'],1
532,1,"tolonglah saya klik akses untuk akun tpi gk bisa"" pdhl saya mau ngelengkapi profil",['Login_Authentication'],['akun'],1
533,1,mending ga usah bikin aplikasi saran website aja soalny udah ada aplikasi kita tekan ini tekan itu m...,['Other_Issues'],[],1
534,1,"sudah daftar,tapi tinggal nunggu kode otp nya saja,sudah saya cek tidak masuk "" kode otp nya",['Login_Authentication'],['masuk'],1
535,1,nge bug gabisa isi rekening pas mau klaim jkp,['Crashes_Errors'],['bug'],1
536,1,lebih diperhatikan lagi apk nya masa mau lihat pelatihan nunggunya lama,['Performance_Speed'],['lag'],1
537,1,sudah menyelesaikan misi melamar kenapa tidak selesai di aplikasi mohon di perbaiki aplikasinya,['Other_Issues'],[],1
538,1,saya tidak bisa mengisi lokasi sesuai dengan ktp karena kecamatan polewali tidak ada di aplikasi. ba...,['Features_Functionality'],['tidak ada'],1
539,1,pencairan ke 3 tulisannya belum verifikasi terus padahal sudah foto berulang ulang.. mau lapor sulit,['Other_Issues'],[],1
540,1,sulit aktivasi karna no otp tidak ada di terima via sms atau pun email?,['Features_Functionality'],['tidak ada'],1
541,1,"bikin aplikasi tapi gak siap, larinya malah web. hampir kena tipu diminta tf. yang mau kerja mah sia...",['Other_Issues'],[],1
542,1,"tujuan kalian ini ap, agar mempermudah, tapi ini malah sebaliknya membuat orang pusing apl gk jelas ...",['Other_Issues'],[],1
543,1,kode verifikasi untuk membuat akun lama terkirim ngga niat buat aplikasi,['Login_Authentication'],['akun'],1
544,1,banyak bug dan tidak efisien,['Crashes_Errors'],['bug'],1
545,1,"tidak pernah kaget kalau berurusan dengan aplikasi buatan pemerintah. dana miliaran, kualitas kek an...",['Payment_Transaction'],['bayar'],1
546,1,lemot banget apk pemerintah ga ada yg bener,"['Performance_Speed', 'Features_Functionality']","['lemot', 'ga ada']",2
547,1,"nomor ktp sudah terdaftar, pdahal baru download. app nya gimana sih?",['Installation_Update'],['download'],1
548,1,"kecematan saya tidak ada, tim cs ditlpn tidak ada mengakat tlpn dan email tidak dibalas","['Features_Functionality', 'Customer_Service']","['tidak ada', 'cs']",2
549,1,kenapa pas upload file ijazah malah ga bisa,['Other_Issues'],[],1
550,1,"apk g guna buat rakyat,mau daftar aja susah kode otp g dikirim kirim,harusnya untuk rakyat itu di pe...",['Other_Issues'],[],1
551,1,muter terus padahal koneksi saya bagus,['Network_Connection'],['koneksi'],1
552,1,aplikasi pemerintah ga ada yang bener. dananya kebanyakan dimakan sendiri,['Features_Functionality'],['ga ada'],1
553,1,aplikasi tidak ada gunanya tidak membantu sama sekali,['Features_Functionality'],['tidak ada'],1
554,1,kayaknya yg ga punya pengalaman dan ngga skolah di deskrikiminasi trus gunanya apa aplikasi ini prof...,['Features_Functionality'],['ga ada'],1
555,1,"tidak membantu sama sekali, aplikasi nya tidak responsif-_-",['Other_Issues'],[],1
556,1,"sekelas kemenaker bikin apk kaya gini, server penuh jadi ga bisa akses hadehh",['Other_Issues'],[],1
557,1,sebenarnya apk ini bisa di gunakan g sih mau daftar aja g bisa,['Other_Issues'],[],1
558,1,"download aja bang ,dan rasakan sendiri sensasi sama app ini",['Installation_Update'],['download'],1
559,1,knp ga bisa masuk ya udh bbrp x ngebleng trs,['Login_Authentication'],"['masuk', 'ga bisa masuk']",1
560,1,"jelek susah di pakai, anggaran aja besar, udh nyari kerja pakai aplikasi jga susah",['Other_Issues'],[],1
561,1,"kenapa aplikasinya eror sih, harusnya kalau maintanance itu hr libur bkn hr kerja",['Other_Issues'],[],1
562,1,bukannya membantu malah merepotkan hadeuhhh...ini buka ke akun lama bett ga masuk masuk.layar hitam ...,['Login_Authentication'],"['masuk', 'akun']",1
563,1,"sangat tidak membantu, mentri gaji buta doang",['Other_Issues'],[],1
564,1,"bintang 1 dulu.. nanti kalau aplikasinya dah bagus, ditambahin lagi bintangnya kalau ingat 😇",['Performance_Speed'],['lag'],1
565,1,aplikasi tidak ada solusi sudah ada lencana jkp berkas phk sudah lengkap dari perusahaan dan disnake...,"['Performance_Speed', 'Crashes_Errors', 'Features_Functionality']","['lag', 'gagal', 'tidak ada']",3
566,1,buat apa buat aplikasi jika semua dialihkan ke websitenya? apa gunanya jadinya aplikasi? mau dijadik...,['Login_Authentication'],['masuk'],1
567,1,apl yg sangat bermanfaat hingga guru ku memaksa ku untuk mendownload nya apl yg sangat disarankan,['Installation_Update'],['download'],1
568,1,"apk tolol, pemerintah terlalu lemot untuk teknologi kayak gini.",['Performance_Speed'],['lemot'],1
569,1,begini hasilnya kalo buat aplikasi cuma karena proyek pengadaan ga jelas,['Other_Issues'],[],1
570,1,"aplikasi yang dibangun dengan uang banyak, tapi tidak layak digunakan.. 👎",['Other_Issues'],[],1
571,1,"apk gak jelas, mempersulit dan memperlambat penggunaan",['Performance_Speed'],['lambat'],1
572,1,"sangat tidak ada respon, ini kah uang pajak digunakan tapi tidak ada fungsnya",['Features_Functionality'],['tidak ada'],1
573,1,aplikasi ini bisa di download tp ga bisa dibuka eror hanya gambar putih polos,['Installation_Update'],['download'],1
574,1,aplikasi lemot banget hp udh di refresh ttp lemot,['Performance_Speed'],['lemot'],1
575,1,ga bisa klaim bulan k 2 dan seterus nya berkali kali tlpon call center ga ada solusi parah,['Features_Functionality'],['ga ada'],1
576,1,aneh nih aplikasi ada verifikasi nama ibu kandung pas di isi malah nik yang di input tidak sesuai or...,['Other_Issues'],[],1
577,1,kenapa susah log in padahal akun sudah terdaftar,['Login_Authentication'],['akun'],1
578,1,"apk nya aneh, masa saya udh ga kerja jamsostek pun udh mati tapi menu lapor phknya ga muncul di siap...",['User_Interface'],['menu'],1
579,1,"aplikasi g jelas, g siap untuk di edarkan ke masyarakat terlalu memaksakan,, sekelas pemerintah loh ...",['Performance_Speed'],['lemot'],1
580,1,mohon infonya min cara riset akun biar bisa bikin baru lagi soalnya ga bisa masuk k akun yg lama gar...,"['Login_Authentication', 'Performance_Speed']","['masuk', 'akun', 'ga bisa masuk', 'lag']",2
581,1,mau kontak support nya yg jawab bukan manusia tapi bot. luar biasa aplikasi pemerintah ini,['Customer_Service'],['support'],1
582,1,apk tolol g bner masa iya eror mulu suruh input data ga bisa bisa,['Data_Sync'],['data'],1
583,1,padahal data udah pas tapi kenapa datanya tidak sesuai dgn dukcapil.??,['Data_Sync'],['data'],1
584,1,kenapa pemerintah kalo buat aplikasi lemot banget deh,['Performance_Speed'],['lemot'],1
585,1,sudah 1 minggu gak dapat kode otp.. sampai beli kartu perdana baru tp kode otp jg gak ada masuk..,"['Login_Authentication', 'Features_Functionality']","['masuk', 'gak ada']",2
586,1,"mau login aja susah bgtt, kode otp ga dikirim"" ga guna",['Login_Authentication'],['login'],1
587,1,percuma ada aplikasinya. tapi tetap penulusuran ke google. mending langsung buka website. dana aplik...,['Other_Issues'],[],1
588,1,daftar pelatihan malah kembali ke beranda terus.,['Other_Issues'],[],1
589,1,sayang banget kriteria lokasi sesuai ktp nya tidak lengkap,['Other_Issues'],[],1
590,1,bisa daftar tp tidak bisa kirim kode otp untuk verifikasi... .. ini aplikasi harga berapa? cuma ngeh...,['User_Interface'],['ui'],1
591,1,aplikasi sangat tidak berguna udah download aplikasi malah dipindahkan lagi ke wab,"['Performance_Speed', 'Installation_Update']","['lag', 'download']",2
592,1,makin kesini makin ga bener nih aplikasi tiap kali mau login selalu susah,['Login_Authentication'],['login'],1
593,1,"waktunya klaim ke 6 gagal terus, udah diundur bulannya ,sekarang diklaim gagal mulu , ada bakat2 kor...",['Crashes_Errors'],['gagal'],1
594,1,aplikasi apaan ini setiap daftar . selalu di bilang sudah terdaftar . kalian itu di biaya masyarakat...,['Other_Issues'],[],1
595,1,tolong perbaharui karena nunggu kiriman otp terlalu lama,['User_Interface'],['ui'],1
596,1,"padahal blom pernah daftar tapi keterangan ""ktp sudah daftar"" ???",['Other_Issues'],[],1
597,1,sekarang bikin atau perpanjang kartu kuning bukannya nambah gampang malah nambah ribet. nunggu kode ...,['Other_Issues'],[],1
598,1,"susah. pas mau masuk akun, jkp nya ga timbul dan gambar lencana proteksi jaminan kehilangan pekerjaa...","['Login_Authentication', 'Crashes_Errors', 'Features_Functionality']","['masuk', 'akun', 'error', 'hilang']",3
599,1,"mau nambahkan no hp gk bisa,gak nerima kode otp,tanya ke cs yang jawab robot,malah dikasih link,gak ...",['Customer_Service'],['cs'],1
600,1,kurang maksimal aplikasinya,['Other_Issues'],[],1
601,1,"apa ini, belom pernah daftar tapi katanya nik sudah terdaftar",['Other_Issues'],[],1
602,1,"tulisan opsional, tapi diharuskan mengisi. menyulitkan.",['Other_Issues'],[],1
603,1,"kenapa aplikasinya tidak bisa dibuka ya? hanya muncul layar putih saja di hp saya, hp saya tipe sams...",['Other_Issues'],[],1
604,1,di jmo terdaftar jkp di siap kerja tidak terdaftar.melapor ke bpjs tenaga kerja lempar ke call cente...,['Other_Issues'],[],1
605,1,lemot respon vps lemot jangan bilang ga sanggup beli vps apalagi ups server lemot banget,['Performance_Speed'],"['lemot', 'lag']",1
606,1,aplikasi bobrok bgt. udh ngajuin jkp dr tgl 7 mei 2024 ampe skrg status msh verifikasi. udh mw sebuk...,"['User_Interface', 'Features_Functionality']","['ui', 'ga ada']",2
607,1,timeout gateway? apaan dah mau login aja sulit,['Login_Authentication'],['login'],1
608,1,apk nya ngak mau di bukak. padahal memori luang banyak.,['Other_Issues'],[],1
609,1,"aplikasinya kayak sampah, websitenya kaya sampah. cakpek banget gue",['Other_Issues'],[],1
610,1,"sekarang apk nya tidak berfungsi, mungkin sudah tidak terpakai",['Features_Functionality'],"['fungsi', 'tidak berfungsi']",1
611,1,otp ubah password sampai 5 kali gak ada yang terkirim,"['Login_Authentication', 'Features_Functionality']","['password', 'gak ada']",2
612,1,ngapa gak d buatin kartu kuning sekalian dari aplikasi ini..astaga nyusahin aja...ciri khas aplikasi...,['Other_Issues'],[],1
613,1,"percuma apa apa ujung²nya lari ke web juga, fungsi sebagai aplikasi apa terus???",['Features_Functionality'],['fungsi'],1
614,1,coba pecat/phk yang bikin aplikasi ato semua orang pemerintahan trs suruh ngajukan jkp n gunain apli...,['Other_Issues'],[],1
615,1,bahhh.... dokumen yg diminta sudah lengkap ttp aja d tolak anggaran buat yg terkena phk ttp aja d pe...,['Other_Issues'],[],1
616,1,"yg bagian cs aplikasi ini ngga becus masa saya minta code otp sampai 3 jam ngga di kirim""",['Customer_Service'],['cs'],1
617,1,skil hub kocak terus muter muter gak jelas gak bisa daftar pelatihan malah ke halaman utama siap ker...,['Other_Issues'],[],1
618,1,ini kenapa yah kok ga bisa log in terus,['Other_Issues'],[],1
619,1,"aplikasi apa ini co, sekelas aplikasi untuk pelayanan warganya ampas bener uangnya masuk kantong ya👀",['Login_Authentication'],['masuk'],1
620,1,"gimana caranya menyelesaikan misi,tidak bisa melamar pekerjaan di ekspor lowongan pekerjaan,tidak bi...",['Other_Issues'],[],1
621,1,"kemana nih otp gk datang datang , kena macet dijalan gitu ya, gaguna","['Performance_Speed', 'Data_Sync']","['macet', 'data']",2
622,1,jkp ke 6 hangus karena pemberitahuan kurang jelas melalui aplikasi ini .. memang nya sengaja d persu...,"['Performance_Speed', 'User_Interface', 'Notification_Alerts']","['hang', 'ui', 'pemberitahuan']",3
623,1,"tolong dipelihara servernya, bikin emosi saja",['Other_Issues'],[],1
624,1,"saya di phk sudah jalan 6 bulan pengajuan di tolak trs, aplikasi sama pemerintah gajelas",['Other_Issues'],[],1
625,1,aplikasi payah ambil foto gagal terus bagus aplikasi pinjol. makan aja tu uang rakyat yang kuat bawa...,['Crashes_Errors'],['gagal'],1
626,1,"aplikasi apaan ini bisa2nya data nik salah sama ibu kandung,trus harus masukin nama ibu siapa? malin...","['Login_Authentication', 'Data_Sync']","['masuk', 'data']",2
